iter	RMSE
350	0.4413062221
351	0.4412471064
352	0.441186912
353	0.441047269
354	0.4408617329
355	0.4406804304
356	0.4405324191
357	0.440440858
358	0.4402284108
359	0.4400361482
360	0.4399759382
361	0.4399196477
362	0.4398574819
363	0.4396083857
364	0.4395557832
365	0.4393019824
366	0.4392046967
367	0.4389969001
368	0.4389149575
369	0.4387255971
370	0.4386411812
371	0.4385991395
372	0.4384309861
373	0.4383698595
374	0.4383154667
375	0.4382458614
376	0.4381039756
377	0.4378798942
378	0.4377841018
379	0.4375379462
380	0.4375010652
381	0.4374081482
382	0.4372436826
383	0.4371164742
384	0.4368705793
385	0.4367364788
386	0.4365495947
387	0.436371837
388	0.4362063912
389	0.4360450561
390	0.4358617635
391	0.4357210276
392	0.4356067028
393	0.4354217095
394	0.435260244
395	0.4351621555
396	0.4349793696
397	0.4349276863
398	0.4348569469
399	0.4347075435
400	0.4346335388
401	0.4345012247
402	0.4343579741
403	0.4342622198
404	0.4340870949
405	0.4339375078
406	0.4338161743
407	0.4336246052
408	0.4335783729
409	0.4333791973
410	0.4332265349
411	0.4331479235
412	0.4329480521
413	0.4328869377
414	0.4328291767
415	0.4327603908
416	0.4326408972
417	0.4324809934
418	0.4323639124
419	0.4322224404
420	0.4321871223
421	0.4321256769
422	0.4320032441
423	0.4318316616
424	0.4317868907
425	0.4316543344
426	0.4314977148
427	0.431336336
428	0.4312967864
429	0.4311707078
430	0.4309578667
431	0.4307911865
432	0.4306456774
433	0.4305209942
434	0.4304314324
435	0.4303968214
436	0.4302192142
437	0.4300748127
438	0.4298771545
439	0.4298439188
440	0.4296679975
441	0.4295350115
442	0.4294432248
443	0.429308099
444	0.4291319405
445	0.4290964215
446	0.4289622954
447	0.4289330827
448	0.4288384533
449	0.4286474512
450	0.4285006324
451	0.4283618269
452	0.4282585231
453	0.4280843568
454	0.4279215609
455	0.4278669487
456	0.4277407699
457	0.4276023452
458	0.4274329131
459	0.4273131237
460	0.4272032423
461	0.4271084458
462	0.4269915284
463	0.4269127327
464	0.426831686
465	0.4267203251
466	0.4265876927
467	0.4264888475
468	0.4263542929
469	0.426270267
470	0.4262086362
471	0.4261713398
472	0.4260740447
473	0.4260186089
474	0.4259605489
475	0.4258291572
476	0.4257383008
477	0.4256366943
478	0.4254362592
479	0.4253378607
480	0.4253012065
481	0.4252523183
482	0.4251342979
483	0.4250366006
484	0.4249846411
485	0.4249077969
486	0.4248170048
487	0.4246457792
488	0.4245042159
489	0.4244559732
490	0.4242864145
491	0.4241479688
492	0.4240321268
493	0.4239208588
494	0.4237480995
495	0.4235815587
496	0.4234519616
497	0.4233336593
498	0.4232591918
499	0.4230769818
500	0.4228777257
501	0.4227517524
502	0.4226969896
503	0.422574628
504	0.4225354011
505	0.4224127037
506	0.4223658335
507	0.4222461851
508	0.4221590013
509	0.4220481519
510	0.4219790194
511	0.4219007888
512	0.4218594913
513	0.4217541875
514	0.4216059332
515	0.4215370432
516	0.4214633941
517	0.4213599704
518	0.4212690078
519	0.4211514407
520	0.4210561018
521	0.4210022697
522	0.420961335
523	0.4208336834
524	0.4207384226
525	0.4206394562
526	0.4205565365
527	0.420524701
528	0.4203979105
529	0.4203581163
530	0.4202915661
531	0.4201893574
532	0.4201313673
533	0.4199675456
534	0.4198941761
535	0.4198054613
536	0.4197086424
537	0.4196063832
538	0.4195025626
539	0.4193632112
540	0.4192430849
541	0.419112239
542	0.4189819093
543	0.4189236264
544	0.4188341559
545	0.4187694659
546	0.4186527213
547	0.4185234867
548	0.4184940882
549	0.4184494042
550	0.4184109806
551	0.4182748368
552	0.4182468629
553	0.4182024396
554	0.4180825236
555	0.4179274301
556	0.4178465353
557	0.4176995699
558	0.4175405765
559	0.4174572131
560	0.4173418738
561	0.4172290632
562	0.4171812122
563	0.4170654636
564	0.4169605996
565	0.4168947594
566	0.4167653131
567	0.4166416711
568	0.416547175
569	0.4164874059
570	0.4163550371
571	0.4162702932
572	0.4161678861
573	0.4160445315
574	0.4159926438
575	0.4159139404
576	0.4158756977
577	0.4157652189
578	0.4156422547
579	0.4155595225
580	0.4154707058
581	0.4153649661
582	0.4152741675
583	0.4151712534
584	0.4150813842
585	0.414916587
586	0.4148257303
587	0.4147648008
588	0.4146843119
589	0.4145491616
590	0.4144489754
591	0.4143939464
592	0.4143591083
593	0.414269554
594	0.4141185249
595	0.414058142
596	0.4139399341
597	0.4138761073
598	0.4137769485
599	0.4137248508
600	0.4136364451
601	0.4135333593
602	0.4134732123
603	0.4133276611
604	0.4132395212
605	0.4131957549
606	0.4131385574
607	0.4130734048
608	0.4130118806
609	0.4129007834
610	0.412715234
611	0.4126809195
612	0.4126223408
613	0.4126003489
614	0.4124923543
615	0.4123942737
616	0.4122952652
617	0.4122100156
618	0.4121401927
619	0.4120668732
620	0.4120346659
621	0.4118978082
622	0.4118185321
623	0.4117893799
624	0.4116444037
625	0.4115496519
626	0.4115210474
627	0.4114636953
628	0.4113306198
629	0.4111995623
630	0.4111216928
631	0.4109620154
632	0.4108960065
633	0.4107905856
634	0.4107489283
635	0.4106420457
636	0.4105569185
637	0.4104509021
638	0.4103477287
639	0.4103175077
640	0.4102040663
641	0.4100869956
642	0.4100259031
643	0.4099664864
644	0.4098848984
645	0.4098556162
646	0.4097936614
647	0.4097010414
648	0.4096083828
649	0.409572947
650	0.4094463165
651	0.4093538263
652	0.4092812701
653	0.4092503424
654	0.4090989733
655	0.408961809
656	0.4088875844
657	0.4087772754
658	0.4087212453
659	0.4085895209
660	0.4085120273
661	0.4084323445
662	0.4083210213
663	0.4082462384
664	0.4081006446
665	0.4080608809
666	0.4080361408
667	0.4079411408
668	0.4078160152
669	0.4077868071
670	0.4077140012
671	0.4076785416
672	0.4075462041
673	0.4075224988
674	0.4074710896
675	0.4073892648
676	0.4073478204
677	0.4072466933
678	0.4071551073
679	0.4070836161
680	0.4069496201
681	0.4068329095
682	0.4067048546
683	0.4066160099
684	0.4065933889
685	0.4065742877
686	0.4064783994
687	0.4064040206
688	0.4063591285
689	0.4062698764
690	0.4062037511
691	0.4061114252
692	0.4060535475
693	0.405968206
694	0.4058850326
695	0.4058053011
696	0.405729138
697	0.4056845911
698	0.4055816573
699	0.4055267839
700	0.405465208
701	0.4054025412
702	0.4052773501
703	0.4051553153
704	0.4051232439
705	0.4050794524
706	0.4049892689
707	0.4049408394
708	0.4047893842
709	0.4046860022
710	0.4046189868
711	0.404578762
712	0.4044813926
713	0.4044575182
714	0.4043549314
715	0.4042980368
716	0.4042371674
717	0.4041791966
718	0.4041460078
719	0.4040683648
720	0.4040202253
721	0.4039028438
722	0.4038855703
723	0.4037956501
724	0.4036829709
725	0.403596569
726	0.4035759283
727	0.4034636072
728	0.4033232356
729	0.4032590002
730	0.4032262163
731	0.4031477926
732	0.4030665882
733	0.4030006079
734	0.4029374239
735	0.4028968009
736	0.4027975086
737	0.4026971745
738	0.402618725
739	0.4025595899
740	0.4025412488
741	0.4024757844
742	0.4023871714
743	0.402285375
744	0.4022106033
745	0.4021455985
746	0.40210464
747	0.4020270665
748	0.4019653012
749	0.4018749454
750	0.4017962244
751	0.4016838683
752	0.4015938565
753	0.401548923
754	0.4014421653
755	0.4014190806
756	0.4013697909
757	0.4012505449
758	0.4011564026
759	0.401086994
760	0.4009903321
761	0.4008752698
762	0.4007974187
763	0.4006973517
764	0.4006591755
765	0.4005717569
766	0.4005002504
767	0.4003906981
768	0.4003276176
769	0.4002602055
770	0.4001880018
771	0.4001184956
772	0.4000776636
773	0.4000108262
774	0.3998966688
775	0.3997929183
776	0.3996802467
777	0.3995832095
778	0.3994535158
779	0.3993550802
780	0.3993021886
781	0.3992419816
782	0.3991526406
783	0.3990891003
784	0.3990583038
785	0.3990163443
786	0.3989755239
787	0.398894352
788	0.3988724546
789	0.3987939239
790	0.3986959124
791	0.3986440753
792	0.3985666042
793	0.3985210534
794	0.3984367868
795	0.398290676
796	0.3982658406
797	0.3981850219
798	0.3981513083
799	0.3980730986
800	0.3979839508
801	0.3978997905
802	0.3978474553
803	0.3978066131
804	0.3977063587
805	0.3976430097
806	0.397571296
807	0.3974497319
808	0.3974053349
809	0.3972683255
810	0.3972057836
811	0.3970494453
812	0.3969850414
813	0.3968872653
814	0.3968395973
815	0.3967352424
816	0.396672094
817	0.3966396627
818	0.3966164182
819	0.3965284293
820	0.3964455067
821	0.3963717767
822	0.3963295553
823	0.396290054
824	0.3962732882
825	0.3962011397
826	0.396133668
827	0.3960813669
828	0.396014085
829	0.395970773
830	0.3958745913
831	0.3957614923
832	0.3957264525
833	0.3956519485
834	0.3955939171
835	0.3955095072
836	0.3954563073
837	0.3953978295
838	0.3953511257
839	0.3952595673
840	0.3952109681
841	0.3951867933
842	0.395159844
843	0.3950885355
844	0.3949687502
845	0.3949476107
846	0.3948990694
847	0.3948500184
848	0.3947945683
849	0.3947649058
850	0.3946452629
851	0.3945706331
852	0.3944844432
853	0.3943870603
854	0.3943187247
855	0.3942410018
856	0.3941710757
857	0.3940627388
858	0.3940155692
859	0.3939255449
860	0.3938156609
861	0.3937258962
862	0.3936189897
863	0.3935415324
864	0.3935108829
865	0.3934804107
866	0.3934660677
867	0.3933686072
868	0.3932790438
869	0.3931891698
870	0.3931175928
871	0.3930498401
872	0.3929763848
873	0.3929111739
874	0.3928720836
875	0.3928263944
876	0.39276577
877	0.3926917726
878	0.392587781
879	0.3925716516
880	0.3924683895
881	0.3924061023
882	0.3922851093
883	0.3922071702
884	0.3921024153
885	0.3920610876
886	0.3919618548
887	0.3918693401
888	0.3918197611
889	0.3917446192
890	0.3917120113
891	0.3916892898
892	0.3915633134
893	0.3914872591
894	0.3913885987
895	0.3912424622
896	0.3911649014
897	0.3910820801
898	0.390942813
899	0.3908875574
900	0.39080887
901	0.3907487071
902	0.3906830876
903	0.3906248563
904	0.3905792063
905	0.3905357617
906	0.3904593029
907	0.3903868726
908	0.3903625737
909	0.3902803579
910	0.390187846
911	0.3900710286
912	0.3900256828
913	0.3899401881
914	0.3898527851
915	0.3898376305
916	0.3897539826
917	0.3896901803
918	0.3896225301
919	0.3895622374
920	0.3895078491
921	0.3894562502
922	0.3893735238
923	0.3892829492
924	0.3892694467
925	0.389165703
926	0.3891145446
927	0.3890752284
928	0.3890028449
929	0.388941746
930	0.3888491148
931	0.3887372986
932	0.3886646647
933	0.3886055105
934	0.3885549372
935	0.3884693568
936	0.3883631117
937	0.3882756818
938	0.3882472208
939	0.3881881464
940	0.3880810966
941	0.3880201045
942	0.387956008
943	0.3878756282
944	0.3877886546
945	0.3876952373
946	0.3876656763
947	0.3875470393
948	0.3874667403
949	0.3873859519
950	0.3873359226
951	0.3872292027
952	0.3871570029
953	0.3871233349
954	0.3870857587
955	0.3870157765
956	0.3869958691
957	0.3869282278
958	0.3868788899
959	0.3867996617
960	0.3867505471
961	0.38673512
962	0.3867108044
963	0.3866248194
964	0.3865765783
965	0.3865440152
966	0.3865308568
967	0.386460344
968	0.3864318183
969	0.386350523
970	0.3863139101
971	0.3862441998
972	0.3862253318
973	0.3861654453
974	0.3860921451
975	0.386056283
976	0.3859806382
977	0.3859129814
978	0.3858382843
979	0.3857453632
980	0.3856683099
981	0.3855943499
982	0.3855448537
983	0.3854985329
984	0.385470941
985	0.3853840756
986	0.3852773156
987	0.3851497245
988	0.3850673443
989	0.3850277283
990	0.384996103
991	0.3849601516
992	0.3849177806
993	0.3848679314
994	0.3847727479
995	0.3847572663
996	0.3847122723
997	0.3846303084
998	0.3845357682
999	0.3844877889
